premise,hypothesis,label
Các giả thuyết trước đây cho rằng Hadrosaurid đã di cư từ Bắc Mỹ tới châu Á nhưng khám phá mới lại cho thấy điều ngược lại.,Những phỏng đoán trước đây về sự thay đổi địa bàn sinh sống của Hadrosaurid đã được chứng minh là sai bởi các phát hiện gần đây.,0
"""Hy vọng tôi sẽ ghi thêm nhiều bàn nữa.",Cả đội hy vọng tôi có thể ghi bàn nhiều nhất có thể,1
"Tại hiện trường, ngoài lượng tiền lớn tang vật, cảnh sát thu giữ 10 cây mã tấu của Đạt và đàn em.","Trước khi bị cảnh sát bắt giữ, Đạt và đàn em đã phi tang tất cả các chứng cứ phạm tội.",2
"Theo cựu hậu vệ Real Roberto Carlos, nếu không có những sai lầm của trọng tài, Real đã vượt Atletico để vô địch La Liga mùa này sau khi thắng Granada 4-1 hôm 13/5.",Carlos tin rằng ngôi vương La Liga nên thuộc về Real Madrid.,0
"Tuy nhiên, ông Huệ cho biết, tỉ lệ tiêm vaccine ở Việt Nam còn thấp, ""chưa thể tạo được miễn dịch cộng đồng"" để tạo thuận lợi cho phát triển kinh tế, xã hội, giao thương và du lịch...",Tỉ lệ tiêm vaccine ở Việt Nam đã tạo được miễn dịch cộng đồng,2
"Tổng công ty Idico cho biết, doanh thu thuần quý đầu năm giảm nhẹ so với cùng kỳ, đạt trên 1.045 tỷ đồng.",Doanh thu cùng kì năm ngoái đạt 1.045 tỷ đồng.,2
"Do mùa trước kết thúc muộn, Man City và các đội còn lại của Ngoại hạng Anh đã phải bắt đầu mùa này một cách vội vàng.",Man City và các đội còn lại của Ngoại hạng Anh đã phải kết thúc muộn mùa này.,1
Bồ Đào Nha sắp đưa vào hoạt động một cây cầu treo khổng lồ dành cho người đi bộ phía trên thung lũng sông Paiva ở miền bắc nước này.,Cây cầu treo đang trong quá trình hoàn thiện.,0
"Ngày 17/5, Đạt, quê Hải Dương, cùng hơn 30 nam nữ bị Phòng cảnh sát Hình sự Công an TP HCM phối hợp quận Bình Tân bắt về hành vi Tổ chức đánh bạc và Đánh bạc.","Ngày 17/5, Đạt, 30 tuổi, đã bị bắt vì vi phạm pháp luật ở TP HCM.",1
Ngày Chuyển đổi số Việt Nam 2021 (Vietnam DX Day 2021) sẽ có 8 phiên hội nghị về 8 lĩnh vực trọng điểm và 2 phiên cho doanh nghiệp nhỏ và vừa.,Ngày Chuyển đổi số Việt Nam 2021 sẽ thúc đẩy doanh nghiệp nhỏ và vừa đầu tư cho 8 lĩnh vực trọng điểm.,1
"Băng nhóm này bị hàng chục trinh sát ập vào căn nhà ba tầng trên đường 18, phường Bình Hưng Hòa, khống chế đêm qua.",Các chiến sĩ của phường Bình Hưng Hòa đã khống chế toàn bộ những tên tội phạm chỉ với 3 trinh sát.,2
"Năm ngoái, Oppo từng thuê một số giám đốc điều hành từ MediaTek - hiện là nhà thiết kế chip lớn nhất thế giới cho điện thoại thông minh.",Công ty Oppo chịu chi ra số tiền lớn để có thể nhanh chóng phát triển thành công dự án.,1
"Sau khi ghi nhận ca bệnh, Trung tâm Kiểm soát Bệnh tật TP HCM (HCDC) đã điều tra, truy vết, khoanh vùng các trường hợp tiếp xúc.",Các trường hợp tiếp xúc với ca nhiễm đều dương tính.,1
Ý tưởng làm tuyến trên cao này do Công ty cổ phần Đầu tư hạ tầng kỹ thuật TP HCM (CII) đề xuất.,Ý tưởng làm tuyến đường trên cao sẽ được thực hiện sớm.,1
"Bất chấp việc vàng bị bán tháo vào thứ Sáu tuần trước, Jim Wyckoff, nhà phân tích cấp cao của Kitco nói rằng, vàng vẫn đang trong xu hướng tăng giá.",Chỉ có ít người bán vàng vào thứ Sáu tuần trước.,2
"Theo bác sĩ Nguyễn Quang, Giám đốc Trung tâm Nam Học, xoắn tinh hoàn là một cấp cứu nam khoa thường gặp, chiếm khoảng 17% các trường hợp đau bìu cấp tính, 90% thường gặp ở lứa tuổi từ 13 đến 21.",Bác sĩ Nguyễn Quang làm một bác sĩ rất giỏi trong việc chữa trị các bệnh liên quan đến bìu ở lứa tuổi 13 đến 21..,1
Thôn Núi Hiểu có tổng cộng 1.421 công nhân Hosiden ở trọ.,Thôn Núi Hiểu có tổng cộng 1.421 người ở trọ.,1
"Đến cuối tháng 4, tổng số tài khoản chứng khoán của nhà đầu tư trong nước đạt hơn 3,1 triệu tài khoản, trong đó hơn 11.700 tài khoản của nhà đầu tư tổ chức trong nước, còn lại là nhà đầu tư cá nhân.",Số tài khoản được tạo ra trong tháng 4 đa số là tài khoản cá nhân.,1
"Theo cựu hậu vệ Real Roberto Carlos, nếu không có những sai lầm của trọng tài, Real đã vượt Atletico để vô địch La Liga mùa này sau khi thắng Granada 4-1 hôm 13/5.",Real Roberto Carlos là một hậu vệ.,2
"Nếu người lớn thường chú tâm đến những tiện ích như bếp, phòng khách thì em bé tám tuổi muốn căn nhà như một khu vui chơi để thỏa sức chạy nhảy.","Căn hộ được thiết kế như một khu vui chơi làm cho em bé cảm thấy rất vui vẻ, hạnh phúc",1
"Theo Công an quận Hoàng Mai, Đông vừa đóng vai người môi giới vừa đóng vai khách mua dâm.",Đông sinh hoạt tình dục không lành mạnh.,0
"Trên các diễn đàn châu Á, nhan sắc của Hye Kyo được bàn luận nhiều.",Nhan sắc Song Hye Kyo được nhiều người bàn luận.,0
"Đề thi đánh giá năng lực của Đại học Quốc gia Hà Nội gồm 150 câu chia làm ba phần là tư duy định lượng, tư duy định tính và khoa học.",Các trường có thể chủ trương tổ chức các bài test.,1
"Trên Sky Sports, cựu tiền vệ Roy Keane cho rằng màn thể hiện của Man Utd hai trận vừa qua cho thấy họ còn thua xa Man City ở Ngoại hạng Anh.",Roy Maurice Keane là một cầu thủ từng có vai trò tiền vệ khi còn đá bóng.,0
"Chia sẻ với báo giới, anh Tang cho biết vô cùng bàng hoàng khi ""nuôi con tu hú"" ba năm qua.",Anh Tang sững sờ khi biết mình lại nuôi con của người khác mấy năm trời.,0
"Chính quyền yêu cầu doanh nghiệp ngoài khu công nghiệp phải xét nghiệm Covid-19 cho tất cả chuyên gia, cán bộ quản lý, công nhân, người lao động.",Doanh nghiệp không phải cần xét nghiệm cho một sô nhân viên.,2
Yếu tố tinh thần ảnh hưởng lớn đến thế trận.,"Vật chất quyết định ý thức, ý thức không có quyền lên tiếng.",2
Mawlay là nhà hàng ngoài trời nằm trong khuôn viên Bảo tàng Quốc gia Văn minh Ai Cập.,Trong khuôn viên của Bảo tàng có nhà hàng theo phong cách Ai Cập cổ đại.,1
"Tọa đàm do Tổng cục Du lịch phối hợp với báo điện tử VnExpress tổ chức ngày 3/4 tại FLC Sầm Sơn, Thanh Hóa.",VnExpress không có báo in.,1
"Ngày 11/3, Thủ tướng quyết định sáp nhập trường Cao đẳng Ninh Thuận (huyện Ninh Hải, Ninh Thuận) vào Đại học Nông lâm TP HCM.",Hiệu trưởng trường Đại học Nông lâm TP HCM là người ra quyết định cuối cùng cho việc sát nhập trường Cao đẳng Ninh Thuận.,2
"Thiết kế xẻ đến bụng, giúp người đẹp khoe vòng một.",Nhà thiết kế khoét hở vòng bùng để khoe lên đường cong cơ thể.,2
Trọng tài Mateu Lahoz không thổi phạt đền với Barca và cho trận đấu tiếp tục,Tình huống phạm lỗi của Barcelona đã dẫn đến quả penalty.,2
"Vừa qua các cơ quan chức năng và người dân ở Quảng Ninh đã triển khai nhiều giải pháp hiệu quả phòng, chống dịch.",Căn bản dịch bệnh tại Quảng Ninh đang chuyển biến sang hướng xấu.,2
"Sau 30 phút, bác sĩ lấy thành công dị vật là một mảnh gỗ màu đen sậm, có nhiều cạnh nhọn, dính chặt vào cấu trúc xơ xung quanh.","Sau nửa tiếng đồng hồ tích tắc trôi, thứ vật chất kì lạ không nên xuất hiện đã được lấy ra khỏi nơi nó không thuộc về bởi bác sĩ.",0
"""Tôi và rất nhiều người bệnh đã cách ly tại bệnh viện 17 ngày, được thực hiện đúng trách nhiệm, nghĩa vụ của người công dân giữa tâm dịch như hiện nay.",Tôi và nhiều người bệnh đã cách ly hơn 17 ngày.,2
"Người phát ngôn Lầu Năm Góc John Kirby cho biết có thời điểm xuồng Iran chỉ cách tàu tuần duyên Mỹ khoảng 140 m, uy hiếp an toàn cho thủy thủ đoàn hai bên.",Thuỷ thủ đoàn tàu hai bên của Mỹ đã bị mất an toàn.,1
Các nhà cổ sinh vật học Nhật Bản tìm thấy phần còn lại của một con khủng long mỏ vịt đại diện cho một loài và chi hoàn toàn mới.,Một loài và chi khủng long mới đã được các nhà cổ sinh vật học đến từ Xứ sở hoa anh đào chứng minh là có tồn tại.,0
"Tiền vệ Eden Hazard giãi bày về hành động cười đùa các cầu thủ Chelsea, sau trận bán kết lượt về Champions League tối 5/5.",Eden đùa giỡn với đội đối thủ.,0
"Hoa nhận lời vận chuyển giúp vì ""tiện đường xuống Hà Nội khám bệnh"", và được hứa trả công 20 triệu đồng nếu giao thành công.",Hoa có việc tại Hà Nội nên dự định sẽ đến đó trong thời gian tới.,0
Hiện chưa có báo cáo về số người thương vong sau các đòn không kích mới nhất của Israel vào Gaza.,Báo cáo thương vong mới nhất của vụ tấn công hiện còn đang tiếp tục điều tra.,1
"Ông An Ngọc Thao, Giám đốc Hiệp hội Vinasa, ấn tượng với sự ""dấn thân"" của các bạn trẻ.",Vinasa cảm thấy ấn tượng với ý nghĩa của cuộc thi.,1
"Thái Lan đang ứng phó làn sóng Covid-19 lần ba, với hơn 1.800 ca nhiễm mới hôm 29/4, nâng tổng số người nhiễm lên hơn 65.000.",Số người nhiễm đã không thể kiểm soát ở Thái.,2
"Đến sáng 11/5, gần 40 tỉnh, thành cho học sinh nghỉ hoặc chuyển sang học online. Những địa phương khác vẫn dạy học, song đẩy nhanh kiểm tra học kỳ II.","Toàn nước sẽ thực hiện cách ly tại nhà, hạn chế ra đường và tụ tập đông người.",1
"Hôm 18/3, Mark Zuckerberg có buổi phỏng vấn với nhà đầu tư mạo hiểm Josh Constine qua ứng dụng Clubhouse.",Josh Constine là một người vô gia cư nghèo khổ.,2
"Hệ thống camera mặt sau cũng được thiết kế lại, giảm độ cao của gờ camera phía sau, nhưng sẽ không thể loại bỏ hoàn toàn.",Nhà sản xuất không thể loại bỏ triệt để hệ thống camera của mặt sau thiết bị.,2
"Ban chỉ đạo phòng chống Covid-19 Đà Nẵng chiều 24/5 cho biết ""bệnh nhân 5280"" là F1, sống cùng nhà với vợ chồng anh trai là ""bệnh nhân 3459"" và ""bệnh nhân 3224"".",Ban chỉ đạo phòng chống Covid-19 cho biết nhiều thông tin.,1
"Các triệu chứng điển hình xuất hiện trong 36 giờ khiến cơ thể Spieth rã rời và dị ứng xoang mũi vài ngày, nhưng anh cũng nhanh chóng khỏi bệnh.",Spieth đã có các biểu hiện về bệnh trên người anh ấy trong vòng 3 ngày qua.,1
"Trước sự đi xuống của giá vàng quốc tế, các đơn vị kinh doanh vàng miếng trong nước cũng giảm 50.000-100.000 đồng một lượng ngay lúc mở cửa, nhưng khoảng nửa tiếng sau đã điều chỉnh trở lại bằng mức của chiều hôm qua.",Do sự ảnh hưởng của giá vàng quốc tế nên giá vàng trong nước luôn biến động.,1
"Ca khúc Cô độc là lời tự sự của chàng trai khi thấy người thương lên xe hoa, chỉ còn anh ôm mãi mối tình đơn phương.","Ca khúc ""Cô độc"" mang đến một âm điệu vui tươi cho người nghe.",2
"Phát hiện con gái không phải của mình, người đàn ông đệ đơn ly hôn, song tòa án khuyên nên suy nghĩ lại.",Cho dù phát hiện con gái có phải của mình hay không thì người đàn ông vẫn kiên quyết nộp đơn ly hôn lên tòa án.,1
Trung Quốc đang làm điều mà trước đó chỉ có Mỹ và Liên Xô thực hiện được: Hạ cánh thành công một tàu vũ trụ lên bề mặt sao Hỏa.,Trung Quốc đang thực hiện cho tàu xuống ghé thăm sao Hỏa.,0
UBND tỉnh Bình Định đã phê duyệt Kế hoạch phát triển nhà ở tại địa phương giai đoạn 2020 – 2025.,Nhà ở tại Bình Định dự kiến phát triển mạnh trong giai đoạn 2020 - 2025.,1
Các chuyên gia phải sử dụng một loại đèn đặt biệt và mồi nhử mô phỏng con mồi để tiếp cận loài mực ẩn nấp dưới biển sâu.,"Bằng cách dùng các công cụ làm mồi, để đến gần loài mực biển sâu.",0
Vitalik Buterin không liên quan đến đồng SHIB.,Vitalik Buterin học hỏi từ SHIB.,2
Vệ tinh đầu tiên sản xuất tại khu công nghiệp được công bố trong sự kiện có lãnh đạo thành phố Vũ Hán và tỉnh Hồ Bắc tham gia cũng như đại biểu từ CASIC.,"Lãnh đạo Vũ Hán, Hồ Bắc và đại biểu CASIC đã có một cuộc hội ngộ.",0
"Vành đai 3 đi qua TP HCM, Đồng Nai, Bình Dương và Long An, tổng chiều dài hơn 98 km, Được duyệt 10 năm trước nhưng toàn tuyến hiện chỉ đoạn Tân Vạn - Bình Chuẩn, dài hơn 16 km ở Bình Dương hoàn thành.",Theo tiến độ hiện tại thì đoạn ở tỉnh Bình Dương của Vành đai 3 sẽ hoàn thành xong trước và sớm nhất.,1
"Hồi tháng 1/2019, Trung Quốc trở thành quốc gia đầu tiên hạ cánh một tàu thăm dò lên phần tối của Mặt Trăng.",Trung Quốc là quốc gia đầu tiên gửi tàu thăm dò mặt trăng.,1
"Ông Trần Minh Hùng, 56 tuổi, Hiệu trưởng Đại học Đồng Nai, bị cách hết chức vụ trong Đảng sau hàng loạt sai phạm liên quan đến tài chính của trường.",Ông Trần Minh Hùng sau khi bị cách chức trong vụ liên quan tài chính của trường thì đã chạy trốn.,1
